Tweet ID,Disease,Label
4063122008,Influenza,0
4063124211,Influenza,0
4063623202,Influenza,0
4063915008,Influenza,0
4066673901,Influenza,0
4066726712,Influenza,0
4066741103,Influenza,0
4066745003,Influenza,0
4066965000,Influenza,0
4067014706,Influenza,0
4067017204,Influenza,0
4067029110,Influenza,0
4067039708,Influenza,0
4067061101,Influenza,0
4067064605,Influenza,0
4067107405,Influenza,0
4067896608,Influenza,0
4068039510,Influenza,0
4068147005,Influenza,0
1911484801,Influenza,0
1911549901,Influenza,0
1912309202,Influenza,0
1914478602,Influenza,0
4068374800,Influenza,0
4068437404,Influenza,0
4068440806,Influenza,0
4068622100,Influenza,0
4068699813,Influenza,0
2107614700,Influenza,0
2017803501,Influenza,0
2018080400,Influenza,0
2020217704,Influenza,0
2021691202,Influenza,0
4068787601,Influenza,0
4068913501,Influenza,0
4068977907,Influenza,0
4069058613,Influenza,0
4069140211,Influenza,0
4069174711,Influenza,0
4069265812,Influenza,0
4069339313,Influenza,0
4069477103,Influenza,0
4069707407,Influenza,0
4069713914,Influenza,0
4069727914,Influenza,0
2022175902,Influenza,0
2022482404,Influenza,0
2022682404,Influenza,0
3677361202,Influenza,0
4073162105,Influenza,0
4073299211,Influenza,0
4074503808,Influenza,0
4074515105,Influenza,0
4074795408,Influenza,0
4075011400,Influenza,0
4075642305,Influenza,0
4076214205,Influenza,0
4076219811,Influenza,0
4076351808,Influenza,0
4076489511,Influenza,0
4077096802,Influenza,0
4077594809,Influenza,0
4077722312,Influenza,0
4077994913,Influenza,0
4078031603,Influenza,0
4078209510,Influenza,0
4078427207,Influenza,0
4080228400,Influenza,0
4080254508,Influenza,0
4081010107,Influenza,0
4081466510,Influenza,0
4081673508,Influenza,0
4082032402,Influenza,0
4082580104,Influenza,0
4083076814,Influenza,0
4083334807,Influenza,0
4083734911,Influenza,0
4083901000,Influenza,0
4084011212,Influenza,0
4084171200,Influenza,0
4084621713,Influenza,0
4084691508,Influenza,0
4084812413,Influenza,0
4085627003,Influenza,0
4085844804,Influenza,0
4085904506,Influenza,0
4086369309,Influenza,0
4086434508,Influenza,0
3680023811,Influenza,0
3680430500,Influenza,0
3680461000,Influenza,0
3680473101,Influenza,0
3681145710,Influenza,0
3681174402,Influenza,0
3681891914,Influenza,0
3682101911,Influenza,0
3682408009,Influenza,0
3684347502,Influenza,0
3684765114,Influenza,0
3684982307,Influenza,0
3685005013,Influenza,0
3685085504,Influenza,0
3685200006,Influenza,0
3686076514,Influenza,0
3689030903,Influenza,0
3689147609,Influenza,0
3690272701,Influenza,0
3691821210,Influenza,0
3691981903,Influenza,0
3692028205,Influenza,0
3692099006,Influenza,0
3692971500,Influenza,0
3693039808,Influenza,0
3693370212,Influenza,0
3693604400,Influenza,0
3694155612,Influenza,0
3694652800,Influenza,0
3694702505,Influenza,0
3695050213,Influenza,0
3695124705,Influenza,0
3695128113,Influenza,0
3695162009,Influenza,0
3695301305,Influenza,0
3695355312,Influenza,0
3695378806,Influenza,0
3695490704,Influenza,0
3696053711,Influenza,0
3697074412,Influenza,0
3697129213,Influenza,0
3697331407,Influenza,0
3697709703,Influenza,0
3697883808,Influenza,0
3698015103,Influenza,0
3698147901,Influenza,0
3698194204,Influenza,0
3698242811,Influenza,0
3698271901,Influenza,0
3700137014,Influenza,0
3701449803,Influenza,0
3702022410,Influenza,0
3702030513,Influenza,0
3702042902,Influenza,0
3702044211,Influenza,0
3702197302,Influenza,0
3702215809,Influenza,0
3702215803,Influenza,0
3702840312,Influenza,0
4086957302,Influenza,0
4087213701,Influenza,0
4087272402,Influenza,0
4087611505,Influenza,0
3703859405,Influenza,0
3704116609,Influenza,0
3704302004,Influenza,0
3704506513,Influenza,0
4087630504,Influenza,0
4088831104,Influenza,0
3704569902,Influenza,0
3704826714,Influenza,0
3704861209,Influenza,0
3706007502,Influenza,0
3706080000,Influenza,0
4089151612,Influenza,0
4089231508,Influenza,0
4090156005,Influenza,0
4090642714,Influenza,0
4090726306,Influenza,0
4092012309,Influenza,0
4092078501,Influenza,0
4092610114,Influenza,0
4093119311,Influenza,0
3706847109,Influenza,0
3707554211,Influenza,0
3708133302,Influenza,0
3708864014,Influenza,0
3709120605,Influenza,0
3709814400,Influenza,0
3710202906,Influenza,0
3710208812,Influenza,0
4097577801,Influenza,0
4097842506,Influenza,0
3710494704,Influenza,0
3710638702,Influenza,0
3710685009,Influenza,0
4101872100,Influenza,0
3711045411,Influenza,0
4103409206,Influenza,0
4104026002,Influenza,0
4104227810,Influenza,0
3711819606,Influenza,0
3711699710,Influenza,0
3711915308,Influenza,0
3712321606,Influenza,0
3712406805,Influenza,0
3712437707,Influenza,0
3712193213,Influenza,0
3712416107,Influenza,0
3712901208,Influenza,0
4106845610,Influenza,0
4107583802,Influenza,0
4108058414,Influenza,0
4108268605,Influenza,0
4109031200,Influenza,0
3275013810,Influenza,0
3713145107,Influenza,0
3713568913,Influenza,0
3713592614,Influenza,0
3713595708,Influenza,0
3714637107,Influenza,0
3714040610,Influenza,0
4112974407,Influenza,0
4113550111,Influenza,0
4113637812,Influenza,0
4114020707,Influenza,0
4114192810,Influenza,0
4114482603,Influenza,0
3714152402,Influenza,0
3714211810,Influenza,0
3715576701,Influenza,0
3714900305,Influenza,0
3715328500,Influenza,0
3715563508,Influenza,0
3715930304,Influenza,0
3715862010,Influenza,0
4117155807,Influenza,0
4117298006,Influenza,0
4118086900,Influenza,0
4119357612,Influenza,0
3717362212,Influenza,0
3717623601,Influenza,0
3718198400,Influenza,0
3718301412,Influenza,0
3718447005,Influenza,0
3718474814,Influenza,0
3718672307,Influenza,0
4126567412,Influenza,0
4126585714,Influenza,0
4126683210,Influenza,0
4126683310,Influenza,0
4127252700,Influenza,0
4127344608,Influenza,0
4127582814,Influenza,0
4127924110,Influenza,0
4128042100,Influenza,0
4132053607,Influenza,0
4128129601,Influenza,0
4128336001,Influenza,0
4128525704,Influenza,0
4128908310,Influenza,0
4132724811,Influenza,0
4132745804,Influenza,0
4132855708,Influenza,0
4133072607,Influenza,0
4133241811,Influenza,0
4133277013,Influenza,0
4134587008,Influenza,0
4134677710,Influenza,0
4134827810,Influenza,0
4134969201,Influenza,0
4134973411,Influenza,0
4135065312,Influenza,0
4135454414,Influenza,0
4135545714,Influenza,0
4135579405,Influenza,0
4135758801,Influenza,0
4135891211,Influenza,0
4136336201,Influenza,0
4136531006,Influenza,0
4137487907,Influenza,0
4137501905,Influenza,0
4137978111,Influenza,0
4138178408,Influenza,0
4140051414,Influenza,0
4140418105,Influenza,0
4140747112,Influenza,0
4142272511,Influenza,0
4143482312,Influenza,0
4143783510,Influenza,0
4143796709,Influenza,0
4143837907,Influenza,0
4144458101,Influenza,0
4145448210,Influenza,0
4145682000,Influenza,0
4147948408,Influenza,0
4147971900,Influenza,0
4148055514,Influenza,0
4148845605,Influenza,0
4149361511,Influenza,0
4149797408,Influenza,0
4150114401,Influenza,0
4150283709,Influenza,0
4150404511,Influenza,0
4150700301,Influenza,0
4150759201,Influenza,0
4151089606,Influenza,0
4151152610,Influenza,0
4151533114,Influenza,0
4151613702,Influenza,0
4151750811,Influenza,0
4151956912,Influenza,0
4151987307,Influenza,0
4152362007,Influenza,0
4152362802,Influenza,0
4152567312,Influenza,0
4152578810,Influenza,0
4152606312,Influenza,0
4152682012,Influenza,0
4152682309,Influenza,0
4152733603,Influenza,0
4152872007,Influenza,0
4153110100,Influenza,0
4153707601,Influenza,0
4155851713,Influenza,0
4156041010,Influenza,0
4156168705,Influenza,0
4156655300,Influenza,0
4156664814,Influenza,0
4156787411,Influenza,0
4345939704,Influenza,0
4157180202,Influenza,0
4157590610,Influenza,0
3720490202,Influenza,0
3720607506,Influenza,0
3721724005,Influenza,0
3722618112,Influenza,0
4158113206,Influenza,0
4158540913,Influenza,0
4158568510,Influenza,0
4158957207,Influenza,0
4159075212,Influenza,0
4159132609,Influenza,0
4159159008,Influenza,0
4159264002,Influenza,0
4159456405,Influenza,0
3722619106,Influenza,0
3722630809,Influenza,0
3723383007,Influenza,0
3723689805,Influenza,0
3724091805,Influenza,0
4160605814,Influenza,0
4161227109,Influenza,0
4162394707,Influenza,0
3727563003,Influenza,0
3728095513,Influenza,0
3728600110,Influenza,0
3730171113,Influenza,0
3730690010,Influenza,0
3730936412,Influenza,0
3731451009,Influenza,0
3732162313,Influenza,0
3733199109,Influenza,0
3733402403,Influenza,0
4165105700,Influenza,0
4165474008,Influenza,0
4166071509,Influenza,0
4166336700,Influenza,0
4166862704,Influenza,0
4167167110,Influenza,0
4167386705,Influenza,0
3733930304,Influenza,0
4169553606,Influenza,0
4169582705,Influenza,0
4169867105,Influenza,0
3734972109,Influenza,0
3734978611,Influenza,0
3734989112,Influenza,0
3734996505,Influenza,0
3735278110,Influenza,0
4170584209,Influenza,0
4170675609,Influenza,0
4170694212,Influenza,0
4170851905,Influenza,0
4171095511,Influenza,0
